Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Garage Area,Yr Sold,SalePrice
7642,7,8,1918,1998,912,912,514,1426,1,1,3,1,7,216,2007,189950
7155,6,8,1926,1991,686,686,775,1461,1,0,3,1,6,225,2007,135000
7128,7,5,1941,1950,918,918,728,1646,2,0,4,1,7,240,2007,164000
4280,5,6,1913,2002,440,694,0,694,1,0,2,1,4,352,2007,90350
5362,5,6,1910,2003,661,661,589,1250,2,0,3,1,8,552,2007,139000
6305,5,7,1938,1950,920,954,0,954,1,0,2,1,5,240,2007,119750
7136,6,6,1946,1950,979,979,979,1958,2,0,4,2,8,492,2007,145000
6270,5,6,1949,1950,1001,1001,1001,2002,2,0,4,2,8,871,2007,145000
7230,7,7,1927,1992,851,867,851,1718,2,1,4,1,8,264,2007,238000
13108,5,5,1951,1951,0,1226,0,1226,1,1,2,1,7,400,2007,153500
22420,6,6,1918,1950,1370,1370,1254,2624,2,1,4,1,10,864,2007,239000
12168,8,6,1934,1998,965,1940,1254,3194,2,1,4,1,10,380,2007,359100
7810,4,6,1930,2003,930,1230,525,1755,2,0,4,1,7,231,2007,188000
11275,6,7,1932,1950,854,1096,895,1991,1,1,3,1,7,432,2007,220000
6221,5,5,1941,1950,728,760,595,1355,2,0,3,1,5,528,2007,140000
10570,8,8,1932,1994,853,1549,1178,2727,2,1,3,1,10,440,2007,315000
7259,6,8,1945,2002,1028,1436,884,2320,2,1,3,1,9,180,2007,259500
14442,6,7,1957,2004,1477,1839,0,1839,2,0,3,1,7,416,2007,257500
13125,7,6,1940,1984,800,960,780,1740,1,1,3,1,6,240,2007,219500
21000,6,5,1953,1953,1809,2259,0,2259,2,0,3,1,7,450,2007,217000
25485,6,4,1960,1960,1560,1560,0,1560,1,1,3,1,6,580,2007,201000
21579,6,6,1968,1968,1488,1488,0,1488,2,0,3,1,7,552,2007,215000
1782,6,6,1980,1980,516,529,516,1045,1,0,2,1,5,462,2007,123900
17871,4,5,1995,1996,1680,1680,0,1680,2,0,4,1,7,628,2007,170000
3907,8,5,1988,1988,1004,1020,0,1020,1,0,1,1,4,509,2007,200000
20693,7,5,1971,1971,1696,1696,0,1696,2,0,3,1,7,625,2007,198000
32668,6,3,1957,1975,2035,2515,0,2515,3,0,4,2,9,484,2007,200624
18044,8,5,1986,1986,279,2726,0,2726,2,1,2,1,6,691,2007,315000
8500,5,7,1919,2005,793,997,520,1517,2,0,3,1,7,0,2007,115000
7000,6,7,1940,1950,720,720,495,1215,1,0,3,1,6,720,2007,141000
5000,5,6,1941,1950,720,803,0,803,1,0,2,1,5,360,2007,87000
7288,5,7,1925,2003,936,936,665,1601,2,0,3,1,6,0,2007,129850
6060,4,5,1939,1950,732,772,351,1123,1,0,3,1,4,264,2007,100000
3672,5,7,1922,1950,816,816,0,816,1,0,2,1,5,100,2007,75200
8263,6,5,1920,1950,1012,1012,0,1012,1,0,2,1,6,308,2007,118400
8967,5,2,1920,1950,961,1077,0,1077,1,0,2,1,6,338,2007,67000
13710,5,5,1950,1950,910,910,648,1558,1,1,4,1,6,282,2007,152000
11067,2,4,1939,1950,0,640,0,845,1,0,1,1,4,256,2007,68104
8250,5,6,1895,2006,957,1034,957,1991,2,0,4,2,9,0,2007,119600
6565,4,6,1957,1980,1073,1073,0,1073,1,0,3,1,6,720,2007,140000
6060,5,9,1930,2007,837,1001,0,1001,1,0,2,1,5,216,2007,124900
5568,8,5,2006,2007,1573,1625,0,1625,2,0,2,1,5,495,2007,375000
4750,8,5,2006,2007,1573,1625,0,1625,2,0,2,1,5,538,2007,235000
12150,6,6,1979,1979,1001,1299,0,1299,2,0,2,1,5,486,2007,183500
7540,6,6,1978,1978,888,912,0,912,1,0,2,1,5,470,2007,156000
9187,6,5,1983,1983,1084,1080,0,1080,1,1,3,1,5,484,2007,134000
10000,5,5,2002,2002,1441,1392,0,1392,2,0,3,1,6,650,2007,215000
12864,7,5,2002,2002,1409,1409,0,1409,1,1,1,1,4,576,2007,245000
9928,7,5,1991,1992,1454,1478,0,1478,2,0,3,1,6,506,2007,210000
8750,7,6,1975,1975,852,918,0,918,1,0,3,0,4,360,2007,148000
8410,6,6,1974,1974,970,1026,0,1026,1,0,2,1,5,528,2007,143000
4054,7,6,1987,1987,1501,1501,0,1501,2,0,2,1,5,512,2007,244000
9763,7,5,1998,1998,1502,1502,0,1502,1,1,1,1,5,286,2007,330000
16905,5,6,1959,1959,1350,1328,0,1328,1,1,2,1,5,308,2007,170000
19958,6,8,1958,1995,585,2279,0,2279,2,1,4,1,7,461,2007,257000
8368,7,5,2006,2007,1689,1689,0,1689,2,0,3,1,7,433,2007,231713
8298,8,5,2006,2007,1546,1564,0,1564,2,0,2,1,6,502,2007,267300
9037,8,5,2006,2006,1476,1484,0,1484,2,0,2,1,6,472,2007,265900
10991,8,5,2007,2007,1571,1571,0,1571,2,0,3,1,7,722,2007,239000
10656,8,5,2006,2007,1638,1646,0,1646,2,0,3,1,6,870,2007,248900
10331,7,7,1985,1985,1265,1240,0,1240,2,0,3,1,6,528,2007,174000
13758,7,5,1990,1991,1156,1187,530,1717,2,1,3,1,7,400,2007,187500
9303,6,5,1996,1997,872,888,868,1756,2,1,3,1,7,422,2007,204000
6718,8,5,2001,2001,1267,1312,0,1312,2,0,2,1,5,471,2007,180500
9590,7,5,2003,2003,868,1146,0,1146,2,0,3,1,6,438,2007,187500
11305,8,5,2002,2002,1922,1922,0,1922,2,0,2,1,6,692,2007,282000
7777,6,5,1996,1996,1491,1491,0,1491,2,0,3,1,7,571,2007,178000
14536,8,5,2002,2003,1616,1629,0,1629,2,0,3,1,9,808,2007,270000
11800,7,5,2003,2004,1122,1146,1340,2486,3,1,5,1,10,452,2007,279900
35133,5,4,1963,1963,1572,1572,0,1572,1,1,3,1,5,995,2007,186700
15306,8,5,2006,2007,1732,1776,0,1776,2,0,3,1,7,712,2007,283463
12633,10,5,2006,2007,1824,1824,0,1824,2,0,3,1,8,932,2007,392000
12665,8,5,2005,2006,1094,1133,1349,2482,2,1,4,1,9,642,2007,281213
8402,5,5,2007,2007,1120,1120,0,1120,1,0,3,1,6,0,2007,147000
43500,3,5,1953,1953,0,2034,0,2034,1,0,2,1,9,1041,2007,130000
6710,6,5,1996,1997,920,936,0,936,0,1,0,1,3,460,2007,140000
25286,4,5,1963,1963,1064,1040,0,1040,1,0,3,1,5,648,2007,132250
25000,5,4,1967,1967,1632,1632,0,1632,2,0,4,2,8,576,2007,143000
32463,4,4,1961,1975,1249,1622,0,1622,1,0,3,1,7,1356,2007,168000
4224,5,7,1976,1976,1040,1060,0,1060,1,0,3,1,6,572,2007,129900
4224,5,5,1976,1976,1142,1142,0,1142,1,1,3,1,6,528,2007,134000
1504,4,4,1972,1972,546,546,546,1092,1,1,3,1,5,253,2007,85500
1533,4,5,1970,1970,530,530,462,992,1,0,2,1,4,297,2007,106500
1495,4,6,1970,1970,546,546,546,1092,1,1,3,1,5,0,2007,93900
2001,4,5,1970,1970,546,546,546,1092,1,1,3,1,6,286,2007,75000
1936,4,6,1970,1970,630,630,0,630,1,0,1,1,3,0,2007,84500
1890,4,3,1976,1976,546,546,546,1092,1,1,3,1,6,286,2007,75190
11333,6,5,1976,1976,1029,1062,0,1062,1,0,3,1,5,539,2007,146800
9129,5,5,1977,1977,923,1008,0,1008,1,0,1,1,4,678,2007,153500
15957,6,6,1977,1977,1244,1356,0,1356,2,0,3,1,6,528,2007,188000
33983,5,6,1977,1994,1160,1676,0,1676,1,1,3,1,6,672,2007,196000
8286,5,7,1977,1977,716,716,716,1432,1,1,3,1,6,531,2007,157000
6723,5,7,1971,1971,796,796,0,796,1,0,2,1,5,0,2007,138000
7244,5,7,1970,1970,768,768,0,768,1,0,2,1,5,624,2007,129500
27697,4,3,1961,1961,1396,1608,0,1608,1,0,3,1,6,444,2007,80000
7599,4,6,1982,2006,845,845,0,845,1,0,2,1,4,360,2007,129500
11000,5,6,1976,2003,1090,1178,0,1178,1,1,3,1,6,502,2007,135000
8314,5,7,1982,1982,816,816,0,816,1,0,2,1,5,264,2007,124500
11625,5,7,1983,1983,816,816,0,816,1,0,2,1,4,264,2007,139000
10712,5,5,1991,1992,974,974,0,974,1,0,3,1,5,0,2007,93500
10447,5,6,1984,1984,864,887,0,887,1,0,3,1,5,288,2007,124500
11027,6,5,1954,1954,1178,1293,0,1293,2,0,2,1,5,452,2006,149900
10533,6,6,1956,1956,1008,1024,0,1024,1,0,2,1,5,313,2006,157500
11765,5,5,1957,1957,1617,1797,0,1797,1,1,3,1,7,963,2006,169000
39384,6,6,1957,1957,1705,1390,0,1390,1,1,1,1,4,550,2006,252000
11727,7,6,1969,1969,1851,1851,0,1851,2,0,3,1,8,506,2006,192100
8238,6,5,1997,1998,813,813,712,1525,2,1,3,1,6,400,2006,183500
13006,7,5,1997,1997,964,993,1243,2236,2,1,4,1,8,642,2006,222000
13041,6,5,1995,1995,781,781,890,1671,2,1,3,1,7,423,2006,170000
13031,6,5,1995,1996,691,691,807,1498,2,1,3,1,6,409,2006,187500
9783,6,5,1996,1996,821,821,955,1776,2,1,3,1,7,443,2006,202000
11207,6,5,1997,1997,802,802,709,1511,2,1,3,1,8,413,2006,185000
19378,7,5,2005,2006,1392,1392,1070,2462,2,1,4,1,9,576,2006,320000
14859,7,5,2006,2006,1670,1670,0,1670,2,0,3,1,7,690,2006,240000
13128,8,5,2005,2005,1074,1074,990,2064,2,1,4,1,7,527,2006,250000
10463,8,5,2005,2005,893,901,900,1801,2,1,3,1,8,800,2006,239900
13751,7,5,2005,2006,1700,1700,512,2212,2,1,3,1,9,773,2006,309000
23257,7,5,2006,2006,868,887,1134,2021,2,1,3,1,9,422,2006,274725
13108,8,5,1994,1994,2062,2079,608,2687,2,1,4,1,9,618,2006,270000
8076,6,6,1993,1994,1160,1169,0,1169,2,0,3,1,6,402,2006,183500
7685,6,5,1993,1994,697,697,804,1501,2,1,3,1,6,420,2006,165600
9084,7,5,1998,1998,935,955,677,1632,2,1,3,1,8,462,2006,176500
3701,8,5,1987,1987,1191,1204,0,1204,2,0,2,1,5,461,2006,130000
5306,7,7,1987,1987,1064,1064,703,1767,2,0,2,1,5,504,2006,239000
6563,8,5,1985,1985,1742,1742,0,1742,2,0,2,1,5,564,2006,275000
16023,9,5,2005,2006,1398,1414,1384,2798,3,1,3,1,11,670,2006,457347
18062,10,5,2006,2006,1528,1528,1862,3390,3,1,5,1,10,758,2006,545224
12292,9,5,2006,2006,1094,1102,1371,2473,2,1,4,1,11,675,2006,356383
16056,9,5,2005,2006,1992,1992,876,2868,3,1,4,1,11,716,2006,556581
12438,8,5,2006,2006,1234,1264,1312,2576,2,1,4,1,10,666,2006,361919
16052,10,5,2006,2006,1850,1850,848,2698,2,1,4,1,11,736,2006,535000
15922,9,5,2005,2006,1390,1390,1405,2795,3,1,4,1,10,660,2006,401179
13682,10,5,2006,2006,1410,1426,1519,2945,3,1,3,1,10,641,2006,438780
14762,5,6,1948,1950,0,1547,720,2320,2,0,2,1,7,672,2006,169000
34650,5,5,1955,1955,1056,1056,0,1056,1,0,3,1,5,572,2006,145000
8147,9,5,2005,2005,1714,1714,0,1714,2,0,2,1,7,517,2006,318000
11302,8,5,2005,2006,1814,1826,0,1826,2,0,3,1,7,758,2006,319000
18261,9,5,2005,2005,1910,2000,0,2000,2,1,3,1,8,722,2006,470000
14145,7,7,1984,1998,1208,1621,0,1621,2,0,3,1,8,440,2006,202500
13837,7,5,1988,1988,1204,1377,806,2183,2,1,4,1,9,786,2006,229000
16659,7,7,1977,1994,795,1468,795,2263,2,1,3,1,9,539,2006,235000
18800,6,5,1976,1976,796,790,784,1574,2,1,3,1,6,566,2006,190000
10464,6,6,1980,1980,988,1102,0,1102,1,0,2,1,5,582,2006,169000
10400,7,5,1988,1988,1845,1872,0,1872,2,0,3,1,6,604,2006,241500
10530,7,5,1978,1978,945,945,912,1857,2,1,4,1,8,482,2006,188900
10240,6,6,1980,1980,1686,1686,0,1686,2,0,3,1,7,612,2006,207500
16692,7,5,1978,1978,1392,1392,1392,2784,3,1,5,1,12,564,2006,250000
11475,6,6,1975,1975,713,811,741,1552,2,1,3,1,6,434,2006,179900
9927,7,5,1976,1976,1047,1083,0,1083,1,0,2,1,5,596,2006,172000
9512,7,5,2005,2006,960,960,1358,2318,2,1,3,1,8,541,2006,294323
10530,6,6,1975,2000,675,1109,766,1875,3,0,3,1,8,485,2006,184500
10140,5,6,1975,1975,1056,1074,0,1074,1,1,3,1,6,495,2006,153500
10140,7,5,1976,1976,832,832,832,1664,2,1,4,1,8,528,2006,162900
10140,6,6,1974,1999,1040,1309,0,1309,1,1,3,1,5,484,2006,181000
10000,6,6,1974,1974,1103,1103,0,1103,2,0,3,1,6,462,2006,155000
15870,5,5,1969,1969,1096,1096,0,1096,1,0,3,1,6,299,2006,138800
9353,4,5,1970,1970,864,864,0,864,1,0,3,1,5,280,2006,116050
8125,4,4,1971,1971,858,858,0,858,1,0,3,1,5,0,2006,88000
7200,4,4,1971,1971,864,874,0,874,1,0,3,1,5,576,2006,97500
8773,6,5,2002,2002,1487,1419,0,1419,2,0,2,1,4,543,2006,190000
2760,6,5,1973,1973,525,525,567,1092,1,1,3,1,6,440,2006,105500
2160,5,6,1973,1973,765,765,600,1365,1,1,3,1,7,440,2006,125500
1953,6,5,1973,1973,483,483,504,987,1,1,2,1,5,264,2006,83000
1890,6,7,1972,1972,494,494,536,1030,1,1,3,1,6,264,2006,116000
1680,6,5,1971,1971,672,672,546,1218,1,1,3,1,7,0,2006,91500
1680,6,7,1972,1972,672,672,546,1218,1,1,3,1,7,264,2006,118000
1680,6,5,1972,1972,483,483,465,948,1,1,2,1,5,264,2006,89000
1680,6,5,1972,1972,525,525,567,1092,1,1,3,1,6,264,2006,108000
1680,6,5,1972,1972,483,483,504,987,1,1,2,1,5,288,2006,94500
4043,6,5,1975,1975,1069,1069,0,1069,2,0,2,1,4,440,2006,146300
7514,5,7,1967,1975,943,1387,0,1387,1,0,3,1,6,300,2006,145000
7838,5,5,1967,1967,864,900,0,900,1,0,3,1,6,288,2006,123000
2280,7,7,1976,1976,1055,1055,0,1055,2,0,2,1,4,319,2006,137500
2179,6,5,1976,1976,855,855,601,1456,2,1,3,1,6,460,2006,144000
16737,9,5,2004,2005,1980,1980,0,1980,2,0,3,1,8,770,2006,315000
16387,9,5,2006,2006,1738,1738,851,2589,2,1,4,1,11,831,2006,412083
16259,9,5,2006,2006,1249,1249,1347,2596,3,1,4,1,9,840,2006,342643
16163,8,5,2004,2004,1618,1618,0,1618,2,0,2,1,6,880,2006,252000
13891,10,5,2006,2006,2076,2076,0,2076,2,1,2,1,7,850,2006,465000
12228,7,5,2006,2006,1721,1740,0,1740,2,0,4,1,8,874,2006,293000
14780,9,5,2005,2005,1868,1868,0,1868,2,0,2,1,7,1085,2006,415000
16033,9,5,2004,2005,1833,1850,0,1850,2,0,3,1,8,772,2006,326000
14215,8,5,2005,2006,1158,1158,1218,2376,3,1,4,1,9,853,2006,325300
13418,8,5,2004,2005,1117,1132,1320,2452,3,1,4,1,9,691,2006,309000
13975,9,5,2005,2006,1090,1117,1089,2206,2,1,4,1,10,670,2006,300000
10240,8,5,2005,2005,1030,1038,1060,2098,2,1,3,1,8,878,2006,275500
9942,9,5,2005,2006,1606,1625,466,2091,2,1,3,1,8,521,2006,338500
11924,9,5,2005,2006,1175,1182,1142,2324,3,0,4,1,11,736,2006,345000
12867,8,5,2005,2006,1209,1209,1044,2253,2,1,3,1,8,575,2006,344133
10672,8,5,2006,2006,1054,1054,1335,2389,2,1,4,1,10,672,2006,298236
11643,8,5,2005,2006,1524,1544,814,2358,2,1,4,1,10,784,2006,329900
12378,9,5,2003,2004,1896,1944,0,1944,2,0,3,1,8,708,2006,360000
11065,8,5,2006,2006,1085,1120,850,1970,2,1,3,1,8,753,2006,281000
13758,9,5,2005,2006,1792,1792,0,1792,2,0,2,1,6,925,2006,372397
14828,9,5,2004,2005,1780,1780,0,1780,2,0,2,1,7,816,2006,378000
11846,9,5,2003,2004,1792,1792,0,1792,2,0,2,1,6,874,2006,374000
20431,9,5,2005,2006,1848,1848,880,2728,2,1,4,1,10,706,2006,437154
10927,8,5,2005,2005,1058,1058,846,1904,2,1,3,1,8,736,2006,275000
13215,8,5,2004,2004,1420,1426,488,1914,2,1,3,1,9,746,2006,279000
7052,7,5,2005,2005,1364,1364,0,1364,2,0,2,1,6,484,2006,185850
5911,9,5,2005,2005,1560,1565,0,1565,2,0,2,1,6,556,2006,282500
6955,7,5,2005,2006,1368,1368,0,1368,2,0,2,1,6,474,2006,202500
6792,7,5,2005,2006,1368,1368,0,1368,2,0,2,1,6,474,2006,202665
7740,9,5,2006,2006,1686,1686,0,1686,2,0,1,1,6,899,2006,332200
6373,9,5,2006,2006,1666,1666,0,1666,2,0,2,1,6,575,2006,310090
3136,7,5,2003,2003,1405,1405,0,1405,2,0,2,1,6,478,2006,171750
10237,6,5,2005,2006,1316,1316,0,1316,2,0,3,1,6,397,2006,169990
10237,6,5,2005,2006,728,728,728,1456,2,1,3,1,8,390,2006,170440
10237,7,5,2006,2006,738,738,754,1492,2,1,3,1,8,440,2006,169985
17104,7,5,2006,2006,654,664,832,1496,2,1,3,1,7,426,2006,179665
14054,7,5,2006,2006,879,879,984,1863,2,1,4,1,9,660,2006,219210
11660,6,5,2006,2006,1326,1326,0,1326,2,0,3,1,6,427,2006,174190
15578,6,5,2006,2006,728,728,728,1456,2,1,3,1,8,429,2006,172785
11631,8,5,2004,2005,1052,1052,1321,2373,2,1,4,1,9,632,2006,258000
9073,7,5,2006,2006,738,738,754,1492,2,1,3,1,8,440,2006,185101
3087,7,5,2006,2006,1220,1364,0,1364,2,0,2,1,6,437,2006,210250
3196,7,5,2003,2004,1374,1557,0,1557,2,0,2,1,7,420,2006,234000
3196,8,5,2003,2003,1273,1456,0,1456,2,0,2,1,7,400,2006,215000
2938,7,5,2002,2002,1368,1511,0,1511,2,0,2,1,5,398,2006,246990
3072,7,5,2004,2004,1375,1414,0,1414,2,0,2,1,6,398,2006,178740
3072,7,5,2004,2004,1365,1548,0,1548,2,0,2,1,7,388,2006,225000
3010,7,5,2005,2006,1248,1248,0,1248,2,0,2,1,5,438,2006,167240
3010,7,5,2005,2006,1142,1142,0,1142,2,0,2,1,6,440,2006,156820
3013,7,5,2005,2005,1362,1506,0,1506,2,0,2,1,6,440,2006,213490
3982,8,5,2006,2006,1520,1567,0,1567,2,0,1,1,7,648,2006,264561
4045,7,5,2006,2006,1356,1500,0,1500,2,0,2,1,6,648,2006,246578
21930,5,5,2005,2005,732,734,1104,1838,2,1,4,1,7,372,2006,192140
7861,6,5,2002,2003,783,807,702,1509,2,1,3,1,7,393,2006,183200
9056,8,5,2004,2004,707,707,707,1414,2,1,3,1,6,403,2006,178000
9171,7,5,2004,2005,848,848,750,1598,2,1,3,1,7,433,2006,201490
11194,8,5,2000,2000,1406,1454,482,1936,2,1,3,1,7,504,2006,230500
7875,7,5,2003,2003,783,807,702,1509,2,1,3,1,8,393,2006,180000
8121,6,5,2000,2000,953,953,711,1664,2,1,3,1,7,460,2006,172400
8658,6,5,2000,2000,982,1008,881,1889,2,1,3,1,9,431,2006,215000
11214,7,5,1998,1999,930,956,930,1886,2,1,4,1,10,431,2006,199900
10852,6,5,2000,2000,959,959,712,1671,2,1,3,1,7,472,2006,173000
12104,7,5,2006,2006,1035,1082,1240,2322,3,1,4,1,8,617,2006,287602
8738,7,5,1999,1999,975,1005,1286,2291,2,1,4,1,8,429,2006,230000
9452,8,5,1997,1998,1396,1407,985,2392,2,1,3,1,7,870,2006,348000
9660,8,5,1998,1998,1044,1079,897,1976,2,1,3,1,7,885,2006,286000
9545,8,5,2000,2000,1160,1205,1029,2234,2,1,3,1,7,768,2006,300000
35760,10,5,1995,1996,1930,1831,1796,3627,3,1,4,1,10,807,2006,625000
9233,9,5,2000,2000,1540,1540,1315,2855,2,1,4,1,9,774,2006,405000
12011,8,5,1998,1998,1086,1086,838,1924,2,1,3,1,7,592,2006,280000
12090,8,5,1998,1998,1141,1165,1098,2263,2,1,4,1,10,420,2006,258000
10019,8,5,1995,1995,1342,1358,1368,2726,2,1,4,1,9,725,2006,350000
17242,9,5,1993,1994,1733,1933,1567,3500,3,1,4,1,11,959,2006,584500
10236,8,5,1994,1995,1290,1305,1189,2494,2,1,4,1,9,803,2006,321000
10120,8,5,1994,1994,1165,1203,1323,2526,2,1,4,1,8,844,2006,290000
12585,8,5,1993,1993,1286,1565,1234,2799,2,1,3,1,8,704,2006,315000
12447,8,5,2005,2006,1100,1116,848,1964,2,1,3,1,8,760,2006,252000
15218,8,5,2006,2006,1670,1670,0,1670,2,1,2,1,6,928,2006,336820
20896,8,5,2005,2006,2077,2097,0,2097,1,1,1,1,8,1134,2006,423000
10182,8,5,2006,2006,1660,1660,0,1660,2,0,3,1,8,500,2006,290000
8688,7,5,2005,2005,1616,1616,0,1616,2,0,3,1,7,834,2006,232000
10936,8,5,2006,2006,1504,1504,0,1504,2,0,3,1,7,510,2006,199000
8640,8,5,2006,2006,1278,1278,0,1278,2,0,2,1,5,584,2006,198600
13162,9,5,2006,2006,2036,2036,604,2640,3,1,3,1,11,792,2006,405749
11216,8,5,2006,2006,1489,1489,0,1489,2,0,3,1,7,776,2006,232600
10728,8,5,2006,2006,1095,1095,844,1939,2,1,3,1,8,1053,2006,266000
8125,7,5,2005,2006,756,756,797,1553,2,1,3,1,6,615,2006,186500
8125,6,5,2005,2005,858,858,858,1716,2,1,3,1,7,615,2006,200825
8125,7,5,2006,2006,770,778,798,1576,2,1,3,1,6,614,2006,197000
7200,6,5,2006,2006,1262,1262,0,1262,2,0,2,1,5,572,2006,185000
7500,7,5,2005,2005,1257,1266,0,1266,2,0,3,1,6,453,2006,176000
7200,7,5,2006,2006,1293,1301,0,1301,2,0,2,1,5,572,2006,187750
7733,6,5,2005,2005,1142,1142,0,1142,1,1,3,1,5,0,2006,139500
11024,7,5,2005,2006,1400,1400,0,1400,2,0,3,1,6,612,2006,186800
13072,6,5,2005,2006,1131,1131,0,1131,1,1,3,1,6,0,2006,132000
13072,6,5,2005,2005,1141,1141,0,1141,1,1,3,1,6,484,2006,142500
13072,6,5,2004,2004,1158,1158,0,1158,1,1,3,1,5,576,2006,158000
7800,7,5,2005,2005,891,891,795,1686,2,1,3,1,8,462,2006,184000
7632,7,5,2005,2005,784,831,754,1585,2,1,3,1,7,449,2006,184900
8304,6,5,1997,1998,941,941,896,1837,2,1,3,1,7,688,2006,187000
7153,6,5,1992,1992,761,810,793,1603,2,1,3,1,7,484,2006,175900
9370,6,5,1992,1993,836,844,887,1731,2,1,3,1,7,462,2006,248500
7175,6,5,1990,1991,1398,1398,0,1398,2,0,2,1,5,542,2006,172000
7175,6,5,1991,1991,1217,1217,0,1217,2,0,2,1,5,484,2006,151000
9019,6,5,1994,1994,636,636,684,1320,2,1,3,1,6,472,2006,150000
8900,4,4,1966,1966,1056,1056,0,1056,1,0,2,1,5,384,2006,107000
7800,5,5,1965,1965,828,965,0,965,1,0,3,1,6,300,2006,119900
9100,5,4,1962,1962,988,988,0,988,1,0,3,1,6,624,2006,129500
9100,5,5,1963,1963,1728,1728,0,1728,2,0,6,2,10,504,2006,125000
8927,6,6,1977,1977,0,1286,368,1654,2,0,4,2,10,528,2006,119500
9240,5,6,1962,2002,864,1211,0,1211,1,0,2,1,6,576,2006,144000
8471,6,7,1977,1995,506,1212,0,1212,1,0,3,1,6,492,2006,151000
9308,5,5,1965,1965,984,984,0,984,1,0,3,1,5,310,2006,126000
8450,5,6,1968,1968,882,909,0,909,1,0,3,1,5,294,2006,116000
8638,5,6,1963,1963,925,925,0,925,1,0,2,1,5,484,2006,133500
13052,5,6,1965,1965,1024,1024,0,1024,1,1,3,1,5,308,2006,120875
13526,5,6,1965,1965,935,935,0,935,1,0,3,1,5,288,2006,137000
8020,5,6,1964,1964,912,912,0,912,1,0,3,1,6,0,2006,124000
6993,5,7,1961,1994,912,1236,0,1236,1,0,3,1,6,288,2006,135000
8789,5,6,1967,1967,912,941,0,941,1,0,3,1,6,288,2006,129200
14330,7,4,1974,1974,1748,2151,495,2646,2,0,3,1,9,550,2006,260000
16059,8,5,1991,1992,1288,1301,1116,2417,2,1,4,1,9,462,2006,260000
11025,8,5,1992,1993,1334,1520,1306,2826,2,1,3,1,9,888,2006,334000
14541,8,7,1993,1993,1338,1352,1168,2520,2,1,5,1,10,796,2006,310000
13346,7,5,1992,2000,1095,1166,1129,2295,2,1,4,1,9,590,2006,268000
12461,8,5,1994,1995,1624,1624,0,1624,2,0,2,1,5,757,2006,262000
3628,7,5,2004,2004,1143,1143,0,1143,1,1,1,1,5,588,2006,176400
3316,8,5,2005,2005,1247,1247,0,1247,1,1,1,1,4,550,2006,197000
3180,7,5,2005,2005,600,520,600,1200,2,1,2,1,4,480,2006,151000
2544,7,5,2005,2005,600,520,623,1223,2,1,2,1,4,480,2006,147400
2544,7,5,2005,2005,600,520,623,1223,2,1,2,1,4,480,2006,149900
3180,7,5,2005,2005,600,520,600,1200,2,1,2,1,4,480,2006,144152
2998,6,5,2000,2000,756,768,756,1524,2,1,2,1,4,440,2006,166000
3735,7,5,1999,1999,691,713,739,1452,2,1,3,1,6,506,2006,183900
2651,7,5,2000,2000,673,673,709,1382,2,1,3,1,6,490,2006,165000
4447,7,5,2003,2003,530,530,550,1080,2,1,2,1,4,496,2006,139000
8314,7,5,1997,1998,569,854,840,1694,2,1,3,1,6,434,2006,200000
7180,8,5,2001,2002,1568,1568,0,1568,2,0,3,1,6,564,2006,221000
9549,8,5,1995,1996,1494,1494,0,1494,1,1,2,1,6,481,2006,270000
11250,6,6,1977,1977,1208,1208,0,1208,1,1,3,1,6,546,2006,165000
3760,8,5,1980,1980,1235,1235,0,1235,1,0,1,1,4,484,2006,214000
3640,8,5,1980,1980,1036,1036,0,1036,1,0,1,1,4,484,2006,188000
3874,8,5,1980,1980,1226,1226,0,1226,1,0,1,1,4,484,2006,190000
3876,8,5,1978,1978,1226,1226,0,1226,1,0,1,1,4,484,2006,170000
50271,9,5,1981,1987,1842,1842,0,1842,0,1,0,1,5,894,2006,385000
13110,5,6,1972,1972,1153,1193,0,1193,2,0,2,1,6,501,2006,146500
10192,7,6,1968,1992,570,1222,698,1920,3,0,4,1,8,487,2006,170000
20781,7,7,1968,2003,1568,2156,0,2156,2,0,3,1,9,508,2006,262500
11700,6,6,1968,1968,708,708,708,1416,2,1,3,1,7,776,2006,179900
11029,6,7,1968,1984,1054,1512,1142,2654,2,1,4,1,9,619,2006,250000
10400,6,5,1972,1972,732,1012,778,1790,1,2,4,1,8,484,2006,165150
10140,7,6,1967,1967,1334,1334,0,1334,2,0,3,1,7,477,2006,164500
9600,7,5,1969,1969,1164,1164,0,1164,1,1,3,1,6,528,2006,140000
9750,5,5,1967,1967,980,980,0,980,2,0,3,1,6,384,2006,135500
9600,5,5,1968,1968,1051,1051,0,1051,1,0,3,1,6,504,2006,142000
8640,5,5,1968,1968,900,884,886,1770,1,1,4,1,7,530,2006,155000
9360,6,7,1968,2004,976,976,0,976,1,0,2,1,4,504,2006,157500
8400,5,5,1968,1968,1052,1052,0,1052,1,1,3,1,5,288,2006,138500
8400,5,6,1968,1968,833,898,0,898,1,0,3,1,6,326,2006,140000
9759,5,5,1966,1966,1051,1051,0,1051,1,0,3,1,6,264,2006,124400
9600,5,7,1967,1967,1141,1141,0,1141,1,0,3,1,6,568,2006,158000
